time_index,significant_wave_height_0,mean_absolute_period_0
1996-08-06 18:00:00+00:00,1.49747,7.5323
1996-08-06 21:00:00+00:00,1.49518,7.229
1996-08-07 00:00:00+00:00,1.61094,6.0594
1996-08-07 03:00:00+00:00,1.74439,5.6553
1996-08-07 06:00:00+00:00,1.77912,5.6955
1996-08-07 09:00:00+00:00,1.7775,5.7125
1996-08-07 12:00:00+00:00,1.73487,5.9214
1996-08-07 15:00:00+00:00,1.67751,6.2574
1996-08-07 18:00:00+00:00,1.64883,6.4391
1996-08-07 21:00:00+00:00,1.7802,5.9006
1996-08-08 00:00:00+00:00,2.10599,5.751
1996-08-08 03:00:00+00:00,2.12743,6.0745
1996-08-08 06:00:00+00:00,2.04992,6.0861
1996-08-08 09:00:00+00:00,1.97454,6.2119
1996-08-08 12:00:00+00:00,1.91182,6.4618
1996-08-08 15:00:00+00:00,1.91308,6.475
1996-08-08 18:00:00+00:00,1.95876,6.3747
1996-08-08 21:00:00+00:00,2.06678,6.2672
1996-08-09 00:00:00+00:00,2.19263,6.1897
1996-08-09 03:00:00+00:00,2.25873,6.1823
1996-08-09 06:00:00+00:00,2.275,6.2045
1996-08-09 09:00:00+00:00,2.17095,6.3377
1996-08-09 12:00:00+00:00,2.11153,6.2771
1996-08-09 15:00:00+00:00,2.19028,6.2939
1996-08-09 18:00:00+00:00,2.1355,6.4356
1996-08-09 21:00:00+00:00,2.26668,6.0209
1996-08-10 00:00:00+00:00,2.46175,6.1889
1996-08-10 03:00:00+00:00,2.36459,6.5799
1996-08-10 06:00:00+00:00,2.19773,6.6441
1996-08-10 09:00:00+00:00,2.00045,6.7909
1996-08-10 12:00:00+00:00,1.84199,7.0591
1996-08-10 15:00:00+00:00,1.72385,7.1515
1996-08-10 18:00:00+00:00,1.63631,7.1629
1996-08-10 21:00:00+00:00,1.5621,7.2328
1996-08-11 00:00:00+00:00,1.48575,7.3478
1996-08-11 03:00:00+00:00,1.41215,7.4845
1996-08-11 06:00:00+00:00,1.3434,7.658
1996-08-11 09:00:00+00:00,1.28498,7.7302
1996-08-11 12:00:00+00:00,1.28509,6.7514
1996-08-11 15:00:00+00:00,1.23261,7.0475
1996-08-11 18:00:00+00:00,1.18313,7.3377
1996-08-11 21:00:00+00:00,1.16212,7.4901
1996-08-12 00:00:00+00:00,1.20603,7.3512
1996-08-12 03:00:00+00:00,1.34449,7.2707
1996-08-12 06:00:00+00:00,1.39557,6.9644
1996-08-12 09:00:00+00:00,1.36795,6.7415
1996-08-12 12:00:00+00:00,1.37989,6.8234
1996-08-12 15:00:00+00:00,1.48768,6.7866
1996-08-12 18:00:00+00:00,1.59783,6.6804
1996-08-12 21:00:00+00:00,1.72112,5.886
1996-08-13 00:00:00+00:00,1.92438,5.3804
1996-08-13 03:00:00+00:00,1.96514,5.3901
1996-08-13 06:00:00+00:00,1.91267,5.4515
1996-08-13 09:00:00+00:00,1.79282,5.7253
1996-08-13 12:00:00+00:00,1.70607,6.068
1996-08-13 15:00:00+00:00,1.6537,6.3425
1996-08-13 18:00:00+00:00,1.54121,6.4914
1996-08-13 21:00:00+00:00,1.41385,6.3137
1996-08-14 00:00:00+00:00,1.35889,6.0148
1996-08-14 03:00:00+00:00,1.35781,6.0157
1996-08-14 06:00:00+00:00,1.3915,6.3416
1996-08-14 09:00:00+00:00,1.48836,6.7214
1996-08-14 12:00:00+00:00,1.60051,7.0799
1996-08-14 15:00:00+00:00,1.67082,7.3358
1996-08-14 18:00:00+00:00,1.70289,7.491
1996-08-14 21:00:00+00:00,1.74255,7.544
1996-08-15 00:00:00+00:00,1.8186,6.9052
1996-08-15 03:00:00+00:00,1.9313,6.2518
1996-08-15 06:00:00+00:00,1.92137,6.1058
1996-08-15 09:00:00+00:00,1.80375,6.1501
1996-08-15 12:00:00+00:00,1.62202,6.3803
1996-08-15 15:00:00+00:00,1.48279,6.2819
1996-08-15 18:00:00+00:00,1.36731,6.1833
1996-08-15 21:00:00+00:00,1.28778,5.7887
1996-08-16 00:00:00+00:00,1.37911,5.0155
1996-08-16 03:00:00+00:00,1.39076,5.0123
1996-08-16 06:00:00+00:00,1.27835,5.4436
1996-08-16 09:00:00+00:00,1.17039,6.063
1996-08-16 12:00:00+00:00,1.09381,6.4217
1996-08-16 15:00:00+00:00,1.02443,6.5705
1996-08-16 18:00:00+00:00,0.99561,6.6009
1996-08-16 21:00:00+00:00,1.06829,6.0197
1996-08-17 00:00:00+00:00,1.25849,5.1518
1996-08-17 03:00:00+00:00,1.37462,4.9009
1996-08-17 06:00:00+00:00,1.31583,5.1551
1996-08-17 09:00:00+00:00,1.2066,5.6353
1996-08-17 12:00:00+00:00,1.14965,5.9998
1996-08-17 15:00:00+00:00,1.12275,6.1269
1996-08-17 18:00:00+00:00,1.11753,6.2254
1996-08-17 21:00:00+00:00,1.16159,6.1242
1996-08-18 00:00:00+00:00,1.3019,5.5357
1996-08-18 03:00:00+00:00,1.45072,5.3556
1996-08-18 06:00:00+00:00,1.44814,5.8035
1996-08-18 09:00:00+00:00,1.42151,6.1179
1996-08-18 12:00:00+00:00,1.40298,6.3343
1996-08-18 15:00:00+00:00,1.4212,6.5399
1996-08-18 18:00:00+00:00,1.40635,6.659
1996-08-18 21:00:00+00:00,1.36883,6.6889
1996-08-19 00:00:00+00:00,1.3751,6.0591
1996-08-19 03:00:00+00:00,1.42478,5.4818
1996-08-19 06:00:00+00:00,1.41015,5.4113
1996-08-19 09:00:00+00:00,1.34293,5.3964
1996-08-19 12:00:00+00:00,1.23609,5.5593
1996-08-19 15:00:00+00:00,1.14966,5.5516
1996-08-19 18:00:00+00:00,1.07126,5.7024
1996-08-19 21:00:00+00:00,1.09337,5.0738
1996-08-20 00:00:00+00:00,1.14429,4.8642
1996-08-20 03:00:00+00:00,1.07613,5.4142
1996-08-20 06:00:00+00:00,1.04894,6.1026
1996-08-20 09:00:00+00:00,1.08534,6.6627
1996-08-20 12:00:00+00:00,1.15468,7.0862
1996-08-20 15:00:00+00:00,1.2312,7.4014
1996-08-20 18:00:00+00:00,1.29311,7.632
1996-08-20 21:00:00+00:00,1.32087,7.7839
1996-08-21 00:00:00+00:00,1.32613,7.899
1996-08-21 03:00:00+00:00,1.33463,7.9057
1996-08-21 06:00:00+00:00,1.35015,7.873
1996-08-21 09:00:00+00:00,1.36523,7.8883
1996-08-21 12:00:00+00:00,1.37725,7.9355
1996-08-21 15:00:00+00:00,1.37758,7.97
1996-08-21 18:00:00+00:00,1.36027,7.9886
1996-08-21 21:00:00+00:00,1.33231,7.9587
1996-08-22 00:00:00+00:00,1.3685,6.5117
1996-08-22 03:00:00+00:00,1.56029,5.3193
1996-08-22 06:00:00+00:00,1.63143,5.2924
1996-08-22 09:00:00+00:00,1.53991,5.3872
1996-08-22 12:00:00+00:00,1.46077,5.429
1996-08-22 15:00:00+00:00,1.40298,5.4516
1996-08-22 18:00:00+00:00,1.3901,5.3529
1996-08-22 21:00:00+00:00,1.48828,5.1694
1996-08-23 00:00:00+00:00,1.78901,5.1755
1996-08-23 03:00:00+00:00,1.85805,5.4535
1996-08-23 06:00:00+00:00,1.89673,5.5643
1996-08-23 09:00:00+00:00,1.91015,5.7968
1996-08-23 12:00:00+00:00,1.9089,6.0547
1996-08-23 15:00:00+00:00,1.90708,6.2187
1996-08-23 18:00:00+00:00,1.84853,6.3608
1996-08-23 21:00:00+00:00,1.84041,6.0644
1996-08-24 00:00:00+00:00,1.9803,5.8403
1996-08-24 03:00:00+00:00,1.99684,5.9891
1996-08-24 06:00:00+00:00,1.9192,6.0803
1996-08-24 09:00:00+00:00,1.8919,6.091
1996-08-24 12:00:00+00:00,1.91757,6.2423
1996-08-24 15:00:00+00:00,1.90897,6.5015
1996-08-24 18:00:00+00:00,1.90278,6.4905
1996-08-24 21:00:00+00:00,1.95781,6.3275
1996-08-25 00:00:00+00:00,2.04261,6.2632
1996-08-25 03:00:00+00:00,1.99234,6.5316
1996-08-25 06:00:00+00:00,1.92218,6.5416
1996-08-25 09:00:00+00:00,1.81774,6.9409
1996-08-25 12:00:00+00:00,1.73867,7.1255
1996-08-25 15:00:00+00:00,1.69277,7.2218
1996-08-25 18:00:00+00:00,1.67108,7.2734
1996-08-25 21:00:00+00:00,1.63679,7.3017
1996-08-26 00:00:00+00:00,1.60469,7.3547
1996-08-26 03:00:00+00:00,1.57862,7.4161
1996-08-26 06:00:00+00:00,1.55487,7.4635
1996-08-26 09:00:00+00:00,1.54065,7.4861
1996-08-26 12:00:00+00:00,1.4732,7.4006
1996-08-26 15:00:00+00:00,1.37595,7.2745
1996-08-26 18:00:00+00:00,1.29988,7.0974
1996-08-26 21:00:00+00:00,1.25867,6.9324
1996-08-27 00:00:00+00:00,1.24516,6.5038
1996-08-27 03:00:00+00:00,1.22522,6.4433
1996-08-27 06:00:00+00:00,1.20202,6.3556
1996-08-27 09:00:00+00:00,1.23853,5.6631
1996-08-27 12:00:00+00:00,1.37013,4.9884
1996-08-27 15:00:00+00:00,1.25177,5.4678
1996-08-27 18:00:00+00:00,1.20964,5.2561
1996-08-27 21:00:00+00:00,1.17035,5.2699
1996-08-28 00:00:00+00:00,1.07626,5.8347
1996-08-28 03:00:00+00:00,1.06314,6.1869
1996-08-28 06:00:00+00:00,1.09836,6.3919
1996-08-28 09:00:00+00:00,1.16446,6.7066
1996-08-28 12:00:00+00:00,1.26352,7.0965
1996-08-28 15:00:00+00:00,1.43246,7.5402
1996-08-28 18:00:00+00:00,1.58242,7.9165
1996-08-28 21:00:00+00:00,1.68563,8.2465
1996-08-29 00:00:00+00:00,1.71896,8.4427
1996-08-29 03:00:00+00:00,1.70221,8.5373
1996-08-29 06:00:00+00:00,1.67826,8.5787
1996-08-29 09:00:00+00:00,1.66375,8.5975
1996-08-29 12:00:00+00:00,1.66788,8.6255
1996-08-29 15:00:00+00:00,1.67694,8.6586
1996-08-29 18:00:00+00:00,1.67857,8.6946
1996-08-29 21:00:00+00:00,1.67589,8.7369
1996-08-30 00:00:00+00:00,1.67778,8.7936
1996-08-30 03:00:00+00:00,1.68421,8.8274
1996-08-30 06:00:00+00:00,1.68663,8.7384
1996-08-30 09:00:00+00:00,1.69767,7.9274
1996-08-30 12:00:00+00:00,1.68822,7.2899
1996-08-30 15:00:00+00:00,1.71236,6.4968
1996-08-30 18:00:00+00:00,1.73417,6.38
1996-08-30 21:00:00+00:00,1.69368,6.796
1996-08-31 00:00:00+00:00,1.62684,7.2663
1996-08-31 03:00:00+00:00,1.59243,7.5999
1996-08-31 06:00:00+00:00,1.59123,7.8126
1996-08-31 09:00:00+00:00,1.58459,7.9233
1996-08-31 12:00:00+00:00,1.54953,7.9455
1996-08-31 15:00:00+00:00,1.48957,7.8817
1996-08-31 18:00:00+00:00,1.43805,7.5815
1996-08-31 21:00:00+00:00,1.39811,7.2333
1996-09-01 00:00:00+00:00,1.43656,5.8759
1996-09-01 03:00:00+00:00,1.55764,5.1618
1996-09-01 06:00:00+00:00,1.59917,5.0217
1996-09-01 09:00:00+00:00,1.55132,4.9758
1996-09-01 12:00:00+00:00,1.50383,5.0635
1996-09-01 15:00:00+00:00,1.50209,5.218
1996-09-01 18:00:00+00:00,1.50149,5.3581
1996-09-01 21:00:00+00:00,1.54929,5.2674
1996-09-02 00:00:00+00:00,1.74155,5.1937
1996-09-02 03:00:00+00:00,1.82447,5.3317
1996-09-02 06:00:00+00:00,1.80119,5.4456
1996-09-02 09:00:00+00:00,1.70966,5.5214
1996-09-02 12:00:00+00:00,1.61026,5.6571
1996-09-02 15:00:00+00:00,1.51007,5.7356
1996-09-02 18:00:00+00:00,1.39347,6.0137
1996-09-02 21:00:00+00:00,1.32811,5.9335
1996-09-03 00:00:00+00:00,1.3707,5.3505
1996-09-03 03:00:00+00:00,1.36666,5.2933
1996-09-03 06:00:00+00:00,1.263,5.7379
1996-09-03 09:00:00+00:00,1.15955,6.3108
1996-09-03 12:00:00+00:00,1.1014,6.7277
1996-09-03 15:00:00+00:00,1.07508,7.0572
1996-09-03 18:00:00+00:00,1.09098,7.1959
1996-09-03 21:00:00+00:00,1.26078,6.8199
1996-09-04 00:00:00+00:00,1.38781,6.8615
1996-09-04 03:00:00+00:00,1.42268,7.052
1996-09-04 06:00:00+00:00,1.42877,7.3552
1996-09-04 09:00:00+00:00,1.42264,7.5617
1996-09-04 12:00:00+00:00,1.41194,7.6906
1996-09-04 15:00:00+00:00,1.40497,7.7558
1996-09-04 18:00:00+00:00,1.40808,7.7567
1996-09-04 21:00:00+00:00,1.42391,7.3689
1996-09-05 00:00:00+00:00,1.44035,7.2302
1996-09-05 03:00:00+00:00,1.43323,7.6959
1996-09-05 06:00:00+00:00,1.44294,7.9438
1996-09-05 09:00:00+00:00,1.45959,8.0224
1996-09-05 12:00:00+00:00,1.47934,7.9184
1996-09-05 15:00:00+00:00,1.46605,7.7696
1996-09-05 18:00:00+00:00,1.43291,7.4375
1996-09-05 21:00:00+00:00,1.40649,6.8048
1996-09-06 00:00:00+00:00,1.31883,7.1091
1996-09-06 03:00:00+00:00,1.27159,7.1358
1996-09-06 06:00:00+00:00,1.28686,7.0126
1996-09-06 09:00:00+00:00,1.28611,6.8864
1996-09-06 12:00:00+00:00,1.25218,6.8438
1996-09-06 15:00:00+00:00,1.22082,6.882
1996-09-06 18:00:00+00:00,1.19781,6.9471
1996-09-06 21:00:00+00:00,1.1721,6.9826
1996-09-07 00:00:00+00:00,1.13517,6.9653
1996-09-07 03:00:00+00:00,1.0861,6.907
1996-09-07 06:00:00+00:00,1.04116,6.7421
1996-09-07 09:00:00+00:00,1.13589,6.3608
1996-09-07 12:00:00+00:00,1.3592,6.0814
1996-09-07 15:00:00+00:00,1.36538,6.208
1996-09-07 18:00:00+00:00,1.31605,6.4653
1996-09-07 21:00:00+00:00,1.26876,6.8524
1996-09-08 00:00:00+00:00,1.23629,7.1058
1996-09-08 03:00:00+00:00,1.2145,7.2134
1996-09-08 06:00:00+00:00,1.19028,7.2367
1996-09-08 09:00:00+00:00,1.15644,7.191
1996-09-08 12:00:00+00:00,1.1278,7.1511
1996-09-08 15:00:00+00:00,1.13282,7.1625
1996-09-08 18:00:00+00:00,1.1587,7.1976
1996-09-08 21:00:00+00:00,1.17522,7.1344
1996-09-09 00:00:00+00:00,1.18034,7.045
1996-09-09 03:00:00+00:00,1.26913,6.1253
1996-09-09 06:00:00+00:00,1.46304,5.7857
1996-09-09 09:00:00+00:00,1.6348,5.9432
1996-09-09 12:00:00+00:00,1.73343,6.2658
1996-09-09 15:00:00+00:00,1.82919,6.338
1996-09-09 18:00:00+00:00,1.85997,6.632
1996-09-09 21:00:00+00:00,1.87371,6.7962
1996-09-10 00:00:00+00:00,2.01849,6.3038
1996-09-10 03:00:00+00:00,2.09863,6.3197
1996-09-10 06:00:00+00:00,2.09571,6.4875
1996-09-10 09:00:00+00:00,2.00854,6.9305
1996-09-10 12:00:00+00:00,1.90173,7.53
1996-09-10 15:00:00+00:00,1.8109,7.9158
1996-09-10 18:00:00+00:00,1.72873,8.2372
1996-09-10 21:00:00+00:00,1.65701,8.3229
1996-09-11 00:00:00+00:00,1.60151,7.9578
1996-09-11 03:00:00+00:00,1.51704,8.0882
1996-09-11 06:00:00+00:00,1.41606,8.2528
1996-09-11 09:00:00+00:00,1.31558,8.3652
1996-09-11 12:00:00+00:00,1.23647,8.4617
1996-09-11 15:00:00+00:00,1.20466,8.6062
1996-09-11 18:00:00+00:00,1.2401,8.8488
1996-09-11 21:00:00+00:00,1.3367,9.1099
1996-09-12 00:00:00+00:00,1.44542,9.2536
1996-09-12 03:00:00+00:00,1.5135,9.3099
1996-09-12 06:00:00+00:00,1.54015,9.3077
1996-09-12 09:00:00+00:00,1.55749,9.3149
1996-09-12 12:00:00+00:00,1.60706,9.4259
1996-09-12 15:00:00+00:00,1.72793,9.7188
1996-09-12 18:00:00+00:00,1.9182,9.2474
1996-09-12 21:00:00+00:00,2.06704,9.2625
1996-09-13 00:00:00+00:00,2.10943,9.4799
1996-09-13 03:00:00+00:00,2.10169,9.0302
1996-09-13 06:00:00+00:00,2.25093,7.8478
1996-09-13 09:00:00+00:00,2.14267,7.9798
1996-09-13 12:00:00+00:00,2.05324,7.9425
1996-09-13 15:00:00+00:00,2.05539,8.0332
1996-09-13 18:00:00+00:00,1.95945,8.0461
1996-09-13 21:00:00+00:00,1.88136,7.4366
1996-09-14 00:00:00+00:00,1.89293,6.6011
1996-09-14 03:00:00+00:00,2.04283,6.0619
1996-09-14 06:00:00+00:00,2.00722,6.0261
1996-09-14 09:00:00+00:00,2.00887,5.9226
1996-09-14 12:00:00+00:00,1.97145,6.0626
1996-09-14 15:00:00+00:00,1.97898,6.2053
1996-09-14 18:00:00+00:00,2.11702,6.1128
1996-09-14 21:00:00+00:00,2.3233,6.1321
1996-09-15 00:00:00+00:00,2.64455,6.1313
1996-09-15 03:00:00+00:00,2.43357,7.0906
1996-09-15 06:00:00+00:00,2.28046,7.861
1996-09-15 09:00:00+00:00,2.24482,8.2303
1996-09-15 12:00:00+00:00,2.25767,8.2121
1996-09-15 15:00:00+00:00,2.35775,7.8503
1996-09-15 18:00:00+00:00,2.43467,7.8348
1996-09-15 21:00:00+00:00,2.46604,7.6879
1996-09-16 00:00:00+00:00,2.54983,7.4299
1996-09-16 03:00:00+00:00,2.7398,7.5183
1996-09-16 06:00:00+00:00,2.83907,8.3648
1996-09-16 09:00:00+00:00,2.94149,9.0693
1996-09-16 12:00:00+00:00,2.96805,9.4648
1996-09-16 15:00:00+00:00,2.90147,9.6294
1996-09-16 18:00:00+00:00,2.81731,9.5939
1996-09-16 21:00:00+00:00,2.72902,9.4522
1996-09-17 00:00:00+00:00,2.62428,9.3772
1996-09-17 03:00:00+00:00,2.55223,9.382
1996-09-17 06:00:00+00:00,2.48996,9.406
1996-09-17 09:00:00+00:00,2.39391,9.3882
1996-09-17 12:00:00+00:00,2.27194,9.3201
1996-09-17 15:00:00+00:00,2.14124,9.2039
1996-09-17 18:00:00+00:00,2.01487,9.0577
1996-09-17 21:00:00+00:00,1.892,8.8939
1996-09-18 00:00:00+00:00,1.76222,8.7028
1996-09-18 03:00:00+00:00,1.63587,8.496
1996-09-18 06:00:00+00:00,1.55136,8.2899
1996-09-18 09:00:00+00:00,1.52086,8.145
1996-09-18 12:00:00+00:00,1.51322,8.0704
1996-09-18 15:00:00+00:00,1.51786,8.0802
1996-09-18 18:00:00+00:00,1.54517,8.2017
1996-09-18 21:00:00+00:00,1.61033,8.4521
1996-09-19 00:00:00+00:00,1.7369,8.3595
1996-09-19 03:00:00+00:00,1.91475,8.7194
1996-09-19 06:00:00+00:00,2.15862,9.2273
1996-09-19 09:00:00+00:00,2.5476,8.6152
1996-09-19 12:00:00+00:00,2.79203,8.8863
1996-09-19 15:00:00+00:00,2.8926,9.0865
1996-09-19 18:00:00+00:00,2.9368,9.0566
1996-09-19 21:00:00+00:00,2.88162,9.0012
1996-09-20 00:00:00+00:00,2.77095,8.6538
1996-09-20 03:00:00+00:00,2.61015,8.53
1996-09-20 06:00:00+00:00,2.39119,8.651
1996-09-20 09:00:00+00:00,2.19223,8.6881
1996-09-20 12:00:00+00:00,2.03194,8.708
1996-09-20 15:00:00+00:00,1.91286,8.7077
1996-09-20 18:00:00+00:00,1.8316,8.734
1996-09-20 21:00:00+00:00,1.76943,8.754
1996-09-21 00:00:00+00:00,1.71831,8.2149
1996-09-21 03:00:00+00:00,1.71454,7.6979
1996-09-21 06:00:00+00:00,1.69718,7.7254
1996-09-21 09:00:00+00:00,1.62306,7.8728
1996-09-21 12:00:00+00:00,1.55482,7.958
1996-09-21 15:00:00+00:00,1.5103,8.0096
1996-09-21 18:00:00+00:00,1.4895,8.0611
1996-09-21 21:00:00+00:00,1.51516,7.6084
1996-09-22 00:00:00+00:00,1.61827,6.6932
1996-09-22 03:00:00+00:00,1.69309,6.5385
1996-09-22 06:00:00+00:00,1.76283,6.7144
1996-09-22 09:00:00+00:00,1.82857,7.1219
1996-09-22 12:00:00+00:00,1.89519,7.4553
1996-09-22 15:00:00+00:00,1.95652,7.6559
1996-09-22 18:00:00+00:00,1.97398,7.8305
1996-09-22 21:00:00+00:00,1.94443,7.8776
1996-09-23 00:00:00+00:00,1.97706,6.8551
1996-09-23 03:00:00+00:00,2.05952,6.1446
1996-09-23 06:00:00+00:00,2.05426,5.8855
1996-09-23 09:00:00+00:00,1.90249,5.9122
1996-09-23 12:00:00+00:00,1.69294,6.2244
1996-09-23 15:00:00+00:00,1.54081,6.3178
1996-09-23 18:00:00+00:00,1.4235,6.3171
1996-09-23 21:00:00+00:00,1.28894,6.8431
1996-09-24 00:00:00+00:00,1.18416,7.0757
1996-09-24 03:00:00+00:00,1.107,7.0936
1996-09-24 06:00:00+00:00,1.08869,7.3
1996-09-24 09:00:00+00:00,1.15999,7.5075
1996-09-24 12:00:00+00:00,1.25591,7.6872
1996-09-24 15:00:00+00:00,1.31548,7.8608
1996-09-24 18:00:00+00:00,1.34029,8.0096
1996-09-24 21:00:00+00:00,1.35056,8.1486
1996-09-25 00:00:00+00:00,1.42438,7.0013
1996-09-25 03:00:00+00:00,1.58293,6.2495
1996-09-25 06:00:00+00:00,1.71999,6.1187
1996-09-25 09:00:00+00:00,1.73462,6.1623
1996-09-25 12:00:00+00:00,1.70037,6.2889
1996-09-25 15:00:00+00:00,1.65612,6.3096
1996-09-25 18:00:00+00:00,1.58872,6.4404
1996-09-25 21:00:00+00:00,1.58218,5.9883
1996-09-26 00:00:00+00:00,1.75635,5.5049
1996-09-26 03:00:00+00:00,1.81733,5.604
1996-09-26 06:00:00+00:00,1.78246,5.7649
1996-09-26 09:00:00+00:00,1.68061,6.0991
1996-09-26 12:00:00+00:00,1.59058,6.3136
1996-09-26 15:00:00+00:00,1.52736,6.3411
1996-09-26 18:00:00+00:00,1.45875,6.491
1996-09-26 21:00:00+00:00,1.39967,6.4875
1996-09-27 00:00:00+00:00,1.45665,5.7966
1996-09-27 03:00:00+00:00,1.5596,5.7296
1996-09-27 06:00:00+00:00,1.58137,6.0784
1996-09-27 09:00:00+00:00,1.58139,6.8545
1996-09-27 12:00:00+00:00,1.64769,7.6399
1996-09-27 15:00:00+00:00,1.76699,8.1959
1996-09-27 18:00:00+00:00,1.87158,8.6385
1996-09-27 21:00:00+00:00,1.92813,8.6841
1996-09-28 00:00:00+00:00,2.03819,7.5917
1996-09-28 03:00:00+00:00,2.15,7.3089
1996-09-28 06:00:00+00:00,2.13622,7.418
1996-09-28 09:00:00+00:00,2.06192,7.5569
1996-09-28 12:00:00+00:00,2.04354,7.4283
1996-09-28 15:00:00+00:00,2.06811,7.6194
1996-09-28 18:00:00+00:00,2.04881,7.8883
1996-09-28 21:00:00+00:00,1.98356,7.7941
1996-09-29 00:00:00+00:00,1.99352,6.9133
1996-09-29 03:00:00+00:00,1.9749,6.8623
1996-09-29 06:00:00+00:00,1.94351,7.026
1996-09-29 09:00:00+00:00,1.87629,7.2448
1996-09-29 12:00:00+00:00,1.83988,6.9067
1996-09-29 15:00:00+00:00,1.8171,6.6635
1996-09-29 18:00:00+00:00,1.79594,6.4956
1996-09-29 21:00:00+00:00,1.7493,6.5833
1996-09-30 00:00:00+00:00,1.81963,6.0191
1996-09-30 03:00:00+00:00,1.91026,5.9208
1996-09-30 06:00:00+00:00,1.87012,6.0092
1996-09-30 09:00:00+00:00,1.74414,6.1032
1996-09-30 12:00:00+00:00,1.6378,6.1836
1996-09-30 15:00:00+00:00,1.59717,6.1367
1996-09-30 18:00:00+00:00,1.55706,6.3515
1996-09-30 21:00:00+00:00,1.58014,6.405
1996-10-01 00:00:00+00:00,1.78737,5.8911
1996-10-01 03:00:00+00:00,1.95887,6.0376
1996-10-01 06:00:00+00:00,2.01966,6.183
1996-10-01 09:00:00+00:00,1.95752,6.4686
1996-10-01 12:00:00+00:00,1.83072,6.7693
1996-10-01 15:00:00+00:00,1.72582,6.7841
1996-10-01 18:00:00+00:00,1.63737,7.0504
1996-10-01 21:00:00+00:00,1.56015,7.2916
1996-10-02 00:00:00+00:00,1.4817,7.2256
1996-10-02 03:00:00+00:00,1.39031,7.2295
1996-10-02 06:00:00+00:00,1.29288,7.2928
1996-10-02 09:00:00+00:00,1.20122,7.3165
1996-10-02 12:00:00+00:00,1.12803,7.3588
1996-10-02 15:00:00+00:00,1.07521,7.4644
1996-10-02 18:00:00+00:00,1.04928,6.7785
1996-10-02 21:00:00+00:00,1.3455,4.8817
1996-10-03 00:00:00+00:00,1.57002,5.2375
1996-10-03 03:00:00+00:00,1.61974,5.5113
1996-10-03 06:00:00+00:00,1.67575,5.6933
1996-10-03 09:00:00+00:00,1.79539,6.1311
1996-10-03 12:00:00+00:00,1.81982,6.5974
1996-10-03 15:00:00+00:00,1.77823,6.88
1996-10-03 18:00:00+00:00,1.73808,6.7742
1996-10-03 21:00:00+00:00,1.71018,6.8297
1996-10-04 00:00:00+00:00,1.70667,7.2567
1996-10-04 03:00:00+00:00,1.74648,7.6807
1996-10-04 06:00:00+00:00,1.81186,7.991
1996-10-04 09:00:00+00:00,1.94251,7.8725
1996-10-04 12:00:00+00:00,2.26674,7.7371
1996-10-04 15:00:00+00:00,2.70003,8.2591
1996-10-04 18:00:00+00:00,3.05102,8.7596
1996-10-04 21:00:00+00:00,3.27375,9.0228
1996-10-05 00:00:00+00:00,3.40917,9.1121
1996-10-05 03:00:00+00:00,3.21351,10.1281
1996-10-05 06:00:00+00:00,2.9996,10.4141
1996-10-05 09:00:00+00:00,2.8057,10.426
1996-10-05 12:00:00+00:00,2.65268,10.3441
1996-10-05 15:00:00+00:00,2.55118,9.8358
1996-10-05 18:00:00+00:00,2.42235,9.6462
1996-10-05 21:00:00+00:00,2.28688,9.6926
1996-10-06 00:00:00+00:00,2.17343,9.6429
1996-10-06 03:00:00+00:00,2.0617,9.5355
1996-10-06 06:00:00+00:00,1.95033,9.4738
1996-10-06 09:00:00+00:00,1.85219,9.3818
1996-10-06 12:00:00+00:00,1.75556,9.2455
1996-10-06 15:00:00+00:00,1.65399,9.0879
1996-10-06 18:00:00+00:00,1.56135,8.9947
1996-10-06 21:00:00+00:00,1.49738,9.0791
1996-10-07 00:00:00+00:00,1.49438,9.3976
1996-10-07 03:00:00+00:00,1.58856,9.8068
1996-10-07 06:00:00+00:00,1.75795,9.4184
1996-10-07 09:00:00+00:00,1.92635,9.9279
1996-10-07 12:00:00+00:00,2.11153,10.4946
1996-10-07 15:00:00+00:00,2.3494,11.2653
1996-10-07 18:00:00+00:00,2.5826,11.3326
1996-10-07 21:00:00+00:00,2.76935,10.1842
1996-10-08 00:00:00+00:00,2.925,8.6972
1996-10-08 03:00:00+00:00,2.9337,8.263
1996-10-08 06:00:00+00:00,2.86479,8.0638
1996-10-08 09:00:00+00:00,2.6986,8.3688
1996-10-08 12:00:00+00:00,2.52308,8.6876
1996-10-08 15:00:00+00:00,2.38086,8.851
1996-10-08 18:00:00+00:00,2.26867,8.9807
1996-10-08 21:00:00+00:00,2.18647,9.2016
1996-10-09 00:00:00+00:00,2.16145,9.3202
1996-10-09 03:00:00+00:00,2.18379,9.5079
1996-10-09 06:00:00+00:00,2.20041,9.5645
1996-10-09 09:00:00+00:00,2.13727,9.5964
1996-10-09 12:00:00+00:00,2.01666,9.6077
1996-10-09 15:00:00+00:00,1.8784,9.5863
1996-10-09 18:00:00+00:00,1.75338,9.4549
1996-10-09 21:00:00+00:00,1.70191,8.104
1996-10-10 00:00:00+00:00,1.76513,7.2398
1996-10-10 03:00:00+00:00,1.70201,7.5173
1996-10-10 06:00:00+00:00,1.64286,7.2101
1996-10-10 09:00:00+00:00,1.72555,6.2155
1996-10-10 12:00:00+00:00,1.86563,5.9321
