244.392071669004,374.436040377388,459.32760797306,486.960308915169
321.480597429044,450.72528341501,534.546495714319,561.273223118653
398.551320763859,526.989321671582,609.735285036149,635.554308745707
475.599857442654,603.223814423972,684.889693072413,709.7993318837
552.621824460084,679.424422597391,760.005438890547,784.004060665679
629.61284028572,755.586809012612,835.078243735816,858.164265512117
706.568525113445,831.706638633086,910.103831275449,932.275719372515
783.484501110747,907.779578811936,985.077927842633,1006.33419796688
860.356392667906,983.801299538821,1059.99626268036,1080.33548002702
937.179826647064,1059.76747368665,1134.85456818511,1154.2753475377
1013.95043263115,1135.67377725815,1209.64858015037,1228.14958597757
1090.66384317264,1211.51588963222,1284.37403800994,1301.95398455997
1167.31569404223,1287.28949381014,1359.02668508101,1375.68433647341
1243.90162447716,1362.99027666157,1433.60226880712,1449.33643912191
1320.41727742957,1438.61392917029,1508.09654100076,1522.90609436509
1396.85829981446,1514.15614667976,1582.50525808579,1596.38910875798
1473.2203427575,1589.61262913843,1656.82418133961,1669.78129379056
1549.49906184264,1664.97908134471,1731.04907713499,1743.07846612706
1625.6901173594,1740.25121319183,1805.17571718173,1816.27644784489
1701.78917454994,1815.42473991223,1879.19987876785,1889.37106667335
1777.79190385584,1890.49538232175,1953.11734500062,1962.35815623197
1853.69398116459,1965.45886706355,2026.92390504718,2035.23355626848
1929.49108805577,2040.31092685155,2100.61535437481,2107.99311289649
2005.17891204689,2115.04730071367,2174.18749499088,2180.63267883282
2080.75314683896,2189.66373423464,2247.63613568243,2253.14811363434
2156.20949256162,2264.15597979846,2320.95709225532,2325.53528393456
2231.54365601799,2338.5197968305,2394.146187773,2397.7900636797
2306.75135092909,2412.75095203912,2467.19925279491,2469.90833436444
2381.8282981779,2486.845219657,2540.11212561439,2541.88598526717
2456.77022605298,2560.79838168189,2612.88065249618,2613.71891368479
2531.57287049172,2634.60622811712,2685.50068791349,2685.40302516712
2606.23197532314,2708.26455721143,2757.96809478455,2756.93423375075
2680.7432925102,2781.76917569854,2830.2787447087,2828.3084621925
2755.10258239173,2855.11589903604,2902.42851820206,2899.52164220227
2829.3056139238,2928.30055164404,2974.41330493253,2970.56971467552
2903.34816492071,3001.31896714301,3046.22900395444,3041.44862992503
2977.22602229534,3074.16698859132,3117.87152394252,3112.15434791232
3050.93498229912,3146.84046872222,3189.33678342549,3182.68283847845
3124.47085076138,3219.33527018011,3260.62071101888,3253.03008157409
3197.82944332821,3291.64726575649,3331.71924565749,3323.19206748938
3271.00658570073,3363.77233862512,3402.62833682705,3393.16479708274
3343.99811387282,3435.70638257671,3473.3439447955,3462.94428200951
3416.79987436822,3507.44530225298,3543.86204084342,3532.52654494963
3489.40772447712,3578.98501338008,3614.1786074941,3601.90761983491
3561.81753249204,3650.32144300144,3684.28963874265,3671.08355207554
3634.02517794315,3721.45052970988,3754.19114028481,3740.050398786
3706.02655183294,3792.36822387919,3823.87912974475,3808.80422901029
3777.81755687022,3863.07048789488,3893.34963690247,3877.34112394637
3849.39410770351,3933.55329638446,3962.59870392034,3945.65717717019
3920.75213115364,4003.81263644678,4031.62238556895,4013.74849485862
3991.88756644583,4073.84450788087,4100.41674945236,4081.61119601196
4062.7963654409,4143.64492341396,4168.97787623244,4149.24141267564
4133.47449286587,4213.20990892872,4237.30185985262,4216.63529016108
4203.91792654379,4282.53550368992,4305.38480776078,4283.7889872659
4274.12265762282,4351.6177605701,4373.22284113145,4350.69867649329
4344.08469080457,4420.45274627467,4440.8120950871,4417.36054427066
4413.8000445717,4489.03654156611,4508.14871891886,4483.77079116743
4483.26475141466,4557.36524148739,4575.22887630613,4549.92563211199
4552.47485805772,4625.43495558462,4642.04874553566,4615.82129660796
4621.42642568411,4693.2418081288,4708.60451971958,4681.45402894953
4690.11553016042,4760.78193833682,4774.89240701273,4746.82008843584
4758.53826226012,4828.05150059154,4840.908630829,4811.91574958478
4826.69072788624,4895.04666466101,4906.64943005695,4876.73730234566
4894.56904829322,4961.76361591694,4972.11105927445,4941.28105231117
4962.16936030778,5028.198555552,5037.28978896233,5005.54332092817
5029.48781654911,5094.3477007966,5102.18190571743,5069.52044570811
5096.52058564794,5160.20728513441,5166.78371246435,5133.20878043584
5163.26385246485,5225.77355851715,5231.09152866655,5196.60469537806
5229.71381830762,5291.04278757844,5295.1016905364,5259.70457749054
5295.86670114761,5356.01125584655,5358.81055124423,5322.50483062437
5361.71873583522,5420.67526395643,5422.21448112653,5385.00187573146
5427.26617431441,5485.03112986049,5485.30986789304,5447.19215106883
5492.50528583625,5549.07518903865,5548.09311683291,5509.07211240197
5557.43235717141,5612.80379470721,5610.56065101995,5570.6382332073
