0.22,-0.229,1.649,2.154,-0.522,-0.876,-1.049,0.949,-0.274,-0.792,1.344,0.672,0.507
0.23,-2.69,2.783,3.28,-0.863,-2.104,-1.209,1.649,1.468,-1.313,3.19,-1.164,1.502
0.24,-0.036,2.186,1.842,-1.06,-2.831,0.899,0.754,3.54,1.27,-1.228,0.79,3.116
0.25,-2.993,1.462,2.987,-1.695,-4.885,3.103,3.206,1.972,-0.636,-0.88,-0.037,-0.368
0.26,-1.011,1.898,3.757,-0.98,-2.041,-1.146,1.92,1.215,-0.351,-1.18,-0.338,-1.166
0.27,-1.218,0.838,2.706,-1.178,-0.459,-0.986,2.253,-2.809,0.151,-1.533,-1.857,-1.016
0.28,-1.381,1.181,-0.016,-1.06,1.258,0.19,3.128,-0.37,0.151,0.066,-1.608,-1.767
0.29,-2.216,1.035,2.558,-1.596,-1.231,1.252,-0.176,0.003,0.7,-1.741,-0.063,-0.728
0.3,1.526,1.862,1.01,-1.178,-0.459,1.492,0.696,2.783,0.17,0.411,0.914,2.077
0.31,-0.781,1.274,3.648,-0.802,-0.796,-0.614,-0.08,2.888,-0.765,0.411,-1.089,-1.743
0.32,-1.161,2.946,2.429,-0.82,1.32,0.43,1.528,-3.358,-1.609,2.068,-0.446,1.051
0.33,0.983,0.976,-0.557,-1.178,-1.347,-0.631,0.326,3.811,0.672,1.662,-0.347,1.986
0.34,-0.822,3.28,0.72,-1.356,-1.881,0.253,1.805,-1.337,-1.33,2.2,0.522,0.189
0.35,-1.43,2.843,1.815,-0.802,-3.463,-1.322,0.953,0.081,-0.434,-0.614,0.062,-0.43
0.36,-0.46,1.418,0.904,-0.82,0.431,-2.046,2.778,2.068,-0.195,0.145,-0.188,-0.019
0.37,-1.07,4.054,2.339,-0.283,1.675,-0.631,0.151,1.024,-0.195,-0.231,-0.897,-0.229
0.38,0.113,1.479,1.984,0.969,-3.659,1.138,0.654,3.611,-1.609,1.511,1.841,1.171
0.39,-2.135,3.339,2.815,-0.264,0.093,0.978,-1.111,1.86,0.119,-0.928,1.59,2.587
0.4,0.857,1.879,1.704,-1.756,0.208,-1.031,-0.742,2.401,0.135,1.97,-1.716,0.118
0.41,1.16,0.814,2,-1.714,-1.704,-0.809,1.805,2.146,-0.809,1.929,-2.928,-3.081
0.42,-1.092,1.13,0.274,-0.98,-1.686,1.685,-0.351,-2.611,1.048,0.049,-1.122,-1.119
0.43,0.095,1.121,2.137,-0.463,0.786,0.076,0.815,0.814,0.292,-1.539,-1.031,1.131
0.44,0.036,1.061,1.397,-0.82,-2.414,1.315,0.696,-1.92,-0.698,0.053,-0.113,0.222
0.45,-0.176,2.042,2.373,-0.623,-1.507,2.924,0.073,1.816,-0.273,1.812,-1.03,-1.02
0.46,-1.793,1.632,1.968,-0.623,1.871,1.864,1.185,-0.388,0.483,-2.311,2.384,1.381
0.47,2.424,2.588,3.09,-0.224,1.025,0.848,-1.715,0.562,0.387,-0.022,-0.521,-0.187
0.48,-0.076,1.974,1.968,-1.178,-0.459,-0.631,1.341,1.86,1.159,0.592,-0.746,0.919
0.49,-3.434,0.848,-0.003,-0.442,-1.151,0.625,1.667,0.963,0.437,-0.429,-0.589,-0.914
0.5,-1.242,0.814,2.169,-1.178,-0.992,1.138,0.404,-0.815,-0.463,-0.149,0.856,0.189
0.51,-0.208,1.335,1.672,-0.623,-3.818,3.103,-0.586,0.118,-0.227,-0.463,1.215,0.716
0.52,-1.986,0.071,0.412,-1.775,-1.231,-1.579,0.501,-1.416,0.151,0.367,-1.308,-3.792
0.53,-4.139,-0.023,1.846,-1.417,-0.876,1.605,-1.249,-1.068,-0.195,0.186,0.188,1.186
0.54,-0.194,1.001,2.016,-1.06,-1.231,-0.517,-0.683,1.59,1.064,0.459,-1.716,-2.539
0.55,1.066,1.572,2.246,-1.337,1.516,-0.79,-0.216,2.923,-0.384,1.21,-1.299,-0.293
0.56,-0.379,3.21,1.334,0.253,0.431,2.907,0.055,-0.118,0.577,0.932,1.266,1.761
0.57,0.895,3.28,2.585,-1.516,-0.441,-0.437,0.737,-0.484,0.214,0.897,0.73,0.067
0.58,-1.986,2.802,1.431,-0.642,-0.281,-0.809,1.456,0.578,0.056,-0.901,0.606,0.103
0.59,-0.29,1.76,1.583,-0.443,0.27,-1.323,1.262,-1.355,-0.653,-0.696,0.145,-1.183
0.6,-1.012,2.408,0.702,-1.338,-0.442,-0.085,0.422,1.815,-0.62,-2.935,-1.083,-0.578
0.61,-1.874,0.523,1.539,-0.802,-0.265,-1.677,1.943,-0.329,-0.15,0.162,-0.672,0.328
0.62,0.058,2.791,3.462,-0.105,0.43,-0.455,1.322,1.319,0.795,-0.191,1.314,-1.516
0.63,-1.03,3.756,1.874,-0.464,-0.993,-2.579,-0.49,0.387,0.907,1.979,0.639,0.142
0.64,-0.998,0.539,2.573,-0.284,-3.482,-0.102,1.087,-1.879,0.561,-2.784,0.572,1.731
0.65,-0.219,1.827,0.969,-1.338,-5.064,1.863,1.672,1.143,0.795,-0.385,0.963,0.305
0.66,-2.786,2.859,2.678,-1.221,-2.46,-0.148,1.694,2.39,0.823,-1.008,0.504,1.501
0.67,2.075,2.919,1.55,-0.821,0.43,0.961,1.879,-0.223,0.123,1.09,-0.757,0.073
0.68,-0.977,0.906,1.583,-0.939,-1.998,-0.924,1.063,1.58,0.185,1.828,-0.014,2.648
0.69,-2.479,2.144,2.986,-1.936,-2.993,-0.148,3.091,0.813,-0.228,1.111,-1.901,-0.563
0.7,-0.384,0.129,0.98,-1.061,-2.654,-1.05,0.187,1.058,-1.201,-0.098,-0.097,1.234
